iter	MultiClass
185	2.619651233
186	2.606262316
187	2.593212394
188	2.585802052
189	2.581216302
190	2.575054139
191	2.561596986
192	2.547676956
193	2.535522872
194	2.524486215
195	2.521023883
196	2.506025227
197	2.494503945
198	2.488754593
199	2.481488215
200	2.470869981
201	2.458469148
202	2.450689353
203	2.435151102
204	2.430794219
205	2.423402524
206	2.407558828
207	2.399641977
208	2.388072096
209	2.382680769
210	2.370604296
211	2.358443144
212	2.353040504
213	2.33820775
214	2.33181267
215	2.323558574
216	2.314893948
217	2.311249852
218	2.306799026
219	2.304404598
220	2.297608422
221	2.293079357
222	2.285559297
223	2.274963125
224	2.264132503
225	2.259561228
226	2.252054807
227	2.246820978
228	2.238062933
229	2.226014082
230	2.218202448
231	2.205632665
232	2.201380595
233	2.194740981
234	2.182843835
235	2.17428251
236	2.161547449
237	2.151788563
238	2.14673193
239	2.13790054
240	2.134772513
241	2.125699442
242	2.115322621
243	2.108152938
244	2.100853384
245	2.094806395
246	2.084192189
247	2.071626313
248	2.060155721
249	2.050321751
250	2.039802153
251	2.029842318
252	2.024339856
253	2.011214612
254	2.004199629
255	1.994612078
256	1.986473706
257	1.984660395
258	1.975590047
259	1.964895296
260	1.955286368
261	1.945604659
262	1.933288624
263	1.924304995
264	1.915431234
265	1.907012979
266	1.901449186
267	1.893196566
268	1.883174315
269	1.872524411
270	1.861859557
271	1.852439089
272	1.850042476
273	1.846009937
274	1.835515451
275	1.826271631
276	1.817638202
277	1.812593319
278	1.804254525
279	1.794773823
280	1.784961436
281	1.776300987
282	1.766155583
283	1.757731906
284	1.752188779
285	1.747220466
286	1.736333569
287	1.727052005
288	1.718053375
289	1.707692659
290	1.69841326
291	1.689507786
292	1.686913642
293	1.678646197
294	1.674434504
295	1.663168536
296	1.659812908
297	1.655083012
298	1.645688767
299	1.640170915
300	1.633968996
301	1.624481352
302	1.615557363
303	1.607299212
304	1.598102856
305	1.597248351
306	1.591313614
307	1.584253002
308	1.578122212
309	1.568556381
310	1.560484013
311	1.552146232
312	1.545183848
313	1.536266114
314	1.527370766
315	1.519681381
316	1.513283612
317	1.505578085
318	1.497460598
319	1.488403963
320	1.481390837
321	1.473673122
322	1.467893478
323	1.463207264
324	1.457092057
325	1.448991045
326	1.44060724
327	1.434128693
328	1.428560066
329	1.42553295
330	1.421414168
331	1.418598824
332	1.418134731
333	1.415532729
334	1.408526253
335	1.404503704
336	1.398948222
337	1.391980004
338	1.388194394
339	1.386039741
340	1.381058312
341	1.374440261
342	1.370034713
343	1.368248968
344	1.367317542
345	1.35886508
346	1.351256398
347	1.343040443
348	1.337297603
349	1.33315819
350	1.326898951
351	1.321829563
352	1.314725764
353	1.307366849
354	1.30179538
355	1.295866672
356	1.291387389
357	1.285926918
358	1.282086158
359	1.277224644
360	1.269076682
361	1.259997755
362	1.253163743
363	1.247702715
364	1.241635454
365	1.234555497
366	1.233059188
367	1.228683452
368	1.222280774
369	1.215453994
370	1.209237943
371	1.20234825
372	1.199817373
373	1.198149238
374	1.193721197
375	1.189347229
376	1.185848937
377	1.178722719
378	1.173995828
379	1.169790343
380	1.163415756
381	1.159926196
382	1.153943818
383	1.150604816
384	1.145541969
385	1.140725025
386	1.137251772
387	1.131663208
388	1.127157203
389	1.12517704
390	1.121307482
391	1.118750403
392	1.112178402
393	1.107346644
394	1.102843311
395	1.095584334
396	1.090925413
397	1.086927115
398	1.08168396
399	1.077411245
400	1.073148893
401	1.066988728
402	1.063419155
403	1.058534378
404	1.056122162
405	1.052149513
406	1.045822469
407	1.03916556
408	1.034733139
409	1.029946892
410	1.028383611
411	1.023683823
412	1.019357887
413	1.017215736
414	1.012825272
415	1.010408024
416	1.00547502
417	1.00010391
418	0.9953305455
419	0.9910815274
420	0.9869488444
421	0.9811072944
422	0.9765851228
423	0.9741298716
424	0.9692294998
425	0.9645957973
426	0.960170225
427	0.9561370909
428	0.9510908605
429	0.9474041865
430	0.9422536858
431	0.9390388714
432	0.935965258
433	0.931987943
434	0.929631246
435	0.9260732042
436	0.9219718759
437	0.918181131
438	0.9133990046
439	0.9111097996
440	0.9066670502
441	0.9031299792
442	0.8995092007
443	0.8949521931
444	0.8910504299
445	0.8864318946
446	0.8835305527
447	0.8793890865
448	0.8757464762
449	0.871267479
450	0.8679869485
451	0.8638886689
452	0.8608273814
453	0.8557844913
454	0.8515299304
455	0.8478929717
456	0.8443859612
457	0.8422947298
458	0.8402190266
459	0.8347099384
460	0.8314720901
461	0.826574981
462	0.821688724
463	0.8178393284
464	0.8151322382
465	0.811149243
466	0.807706725
467	0.8058191768
468	0.8030837809
469	0.7988842529
470	0.7951463304
471	0.7914162143
472	0.7874226725
473	0.7840960187
474	0.7794835422
475	0.7765634269
476	0.7743881659
477	0.7710429632
478	0.7684166925
479	0.7661479799
480	0.7646067597
481	0.7608166856
482	0.7575040389
483	0.7554751225
484	0.7537646194
485	0.7508477999
486	0.7482630401
487	0.7457209861
488	0.742447482
489	0.7387693392
490	0.7379938761
491	0.7339581096
492	0.7313558701
493	0.7271988484
494	0.7247835151
495	0.7214430779
496	0.7189338873
497	0.7183569508
498	0.7144748504
499	0.7111050953
500	0.7080868991
501	0.7046711447
502	0.7023365043
503	0.7002180957
504	0.6977356931
505	0.6957309907
506	0.6938310567
507	0.6900349935
508	0.6865045884
509	0.6836583304
510	0.6812308552
511	0.6775520761
512	0.675998114
513	0.6738807375
514	0.6714468589
515	0.6689888187
516	0.666629724
517	0.6633660543
518	0.6595315265
519	0.6567854781
520	0.6540804123
521	0.6519635889
522	0.650432552
523	0.6491131272
524	0.6476573304
525	0.6444087834
526	0.6419106025
527	0.6402215676
528	0.6397742474
529	0.6377655773
530	0.6353090118
531	0.6333952817
532	0.6303534985
533	0.6290780368
534	0.6266160639
535	0.6245757073
536	0.6222947318
537	0.6207074967
538	0.6188173433
539	0.6176583279
540	0.6151113265
541	0.6121739334
542	0.6103188216
543	0.6072148241
544	0.6056540283
545	0.604140481
546	0.6013378126
547	0.5985164055
548	0.5960588164
549	0.5953770477
550	0.5925540177
551	0.5909543462
552	0.588435851
553	0.5870925685
554	0.58546765
555	0.5850188147
556	0.5830131903
557	0.5793734155
558	0.5779650635
559	0.5756670804
560	0.5743005324
561	0.5728679661
562	0.5711254889
563	0.5689315952
564	0.5671255619
565	0.5651165738
566	0.562267791
567	0.5597501203
568	0.5572156804
569	0.5558628074
570	0.5541572114
571	0.5522207322
572	0.5500864488
573	0.5482911061
574	0.5450919343
575	0.5433552964
576	0.5412490417
577	0.5391725896
578	0.537872424
579	0.5369729433
580	0.5354213254
581	0.5333075409
582	0.5304640547
583	0.5290523743
584	0.5279962199
585	0.5253455646
586	0.5240735748
587	0.5226019744
588	0.5213671163
589	0.5195156164
590	0.5178682938
591	0.5165727262
592	0.5143653136
593	0.513673458
594	0.5117982049
595	0.5101218929
596	0.5091342114
597	0.5070649508
598	0.5048121998
599	0.5040214057
600	0.5024199794
601	0.5008132006
602	0.4997134938
603	0.4981341944
604	0.497118625
605	0.4965184582
606	0.4956802434
607	0.494206902
608	0.4924846539
609	0.4905559551
610	0.4890408953
611	0.4874271939
612	0.4852910571
613	0.4844990224
614	0.4826340882
615	0.4803860302
616	0.4785807227
617	0.4766338693
618	0.4751966075
619	0.474263461
620	0.4728120444
621	0.471395752
622	0.4698557147
623	0.4681786806
624	0.4666285679
625	0.4659327653
626	0.4646402973
627	0.463102868
628	0.4626698052
629	0.461739264
630	0.4600769719
631	0.4582265258
632	0.4565218954
633	0.4558334914
634	0.4550143891
635	0.4532163562
636	0.4526038737
637	0.4515264887
638	0.4500182309
639	0.4485767126
640	0.4473576626
641	0.4456515501
642	0.4436963945
643	0.4427953138
644	0.4413017745
645	0.4403554911
646	0.4389294648
647	0.4380072567
648	0.4367384707
649	0.4356744055
650	0.4342049088
651	0.4324734523
652	0.4308449882
653	0.4306874221
654	0.4300564336
655	0.4289852063
656	0.4278210542
657	0.4260413167
658	0.4245062676
659	0.4239080851
660	0.4233055847
661	0.4218861987
662	0.4205749679
663	0.419335658
664	0.4179697465
665	0.4164074065
666	0.4148517383
667	0.4138213266
668	0.4131226942
669	0.4123325104
670	0.4107495823
671	0.4099866995
672	0.4087736558
673	0.4071522272
674	0.4058541882
675	0.4053592134
676	0.4040468549
677	0.4028499965
678	0.4015150252
679	0.4008962419
680	0.4004812669
681	0.3996943545
682	0.398110698
683	0.3969954418
684	0.395901244
685	0.3943361658
686	0.3928632217
687	0.391362969
688	0.3909253728
689	0.3895849369
690	0.388082707
691	0.3871107577
692	0.3865449861
693	0.3851825643
694	0.3838550315
695	0.3824255165
696	0.3814203742
697	0.380127226
698	0.3790521508
699	0.3777253836
700	0.3765850758
701	0.3756137527
702	0.3751796071
703	0.3738144503
704	0.3728629428
705	0.3720273904
706	0.3709769252
707	0.3699535985
708	0.3693154348
709	0.3680073121
710	0.3668765035
711	0.3659015219
712	0.3646491063
713	0.3640975834
714	0.3631605177
715	0.3629040127
716	0.3616225595
717	0.3610395844
718	0.3598128696
719	0.3585011046
720	0.357139731
721	0.3567281287
722	0.3556629727
723	0.3548529214
724	0.3537242586
725	0.3533739129
726	0.3530277112
727	0.3518884234
728	0.351466286
729	0.3503350647
730	0.349071966
731	0.3486862603
732	0.3478577886
733	0.3466491594
734	0.345400236
735	0.3446113625
736	0.3433489342
737	0.3429802489
738	0.3420583657
739	0.3408171284
740	0.3396708383
741	0.3387509707
742	0.3379518164
743	0.3366456946
744	0.3358957727
745	0.3347447316
746	0.3335152928
747	0.3322889486
748	0.3319325142
749	0.3311030822
750	0.3304855218
751	0.3296876506
752	0.3292616555
753	0.3285764013
754	0.3277443754
755	0.326961841
756	0.3259085883
757	0.3252275281
758	0.3244478289
759	0.3236737871
760	0.322892486
761	0.321725843
762	0.3207193953
763	0.3196335966
764	0.31904567
765	0.3182466571
766	0.3175530141
767	0.3167247872
768	0.3161135773
769	0.3155230182
770	0.3144774307
771	0.3141044019
772	0.3132546333
773	0.3122932733
774	0.31168698
775	0.3106988312
776	0.3101829873
777	0.3094983692
778	0.3092539722
779	0.3085971382
780	0.3078197118
781	0.3071178483
782	0.3064363025
783	0.3053303522
784	0.3045191428
785	0.3036401828
786	0.3029486577
787	0.3025582
788	0.3017762337
789	0.3010839664
790	0.3000910332
791	0.2991368872
792	0.298440382
793	0.2978784741
794	0.297286212
795	0.2967608933
796	0.2962162301
797	0.2957344687
798	0.2948623414
799	0.2941203245
800	0.293484153
801	0.2929790021
802	0.2921703618
803	0.2913097961
804	0.2905630008
805	0.2897307411
806	0.2890598196
807	0.2885258268
808	0.2879444278
809	0.2871555109
810	0.2864249772
811	0.2857298383
812	0.2854939632
813	0.2850541966
814	0.2846193269
815	0.2840605784
816	0.2834955103
817	0.2828595695
818	0.2821732078
819	0.2815561795
820	0.2809154858
821	0.2801666977
822	0.2795095809
823	0.2787135295
824	0.2779675293
825	0.2773918496
826	0.276913406
827	0.2760763386
828	0.2754789822
829	0.2748895116
830	0.2745379836
831	0.2739830033
832	0.2735161483
833	0.2727864395
834	0.272452081
835	0.271774688
836	0.2710638357
837	0.2702981527
838	0.2692773288
839	0.2684319847
840	0.2682015003
841	0.2673728749
842	0.2668178438
843	0.2660186381
844	0.2654329713
845	0.2651624906
846	0.2646393585
847	0.2643552657
848	0.2641192268
849	0.2638067513
850	0.2631354567
851	0.2624759288
852	0.2617104706
853	0.2610357861
854	0.2605664175
855	0.2597951085
856	0.2591248861
857	0.2589258683
858	0.2585820543
859	0.2582590075
860	0.2576532257
861	0.2576161283
862	0.2570216598
863	0.2565169047
864	0.2560575091
865	0.2553812333
866	0.2549694804
867	0.2544453579
868	0.2537077659
869	0.2531561791
870	0.2531067533
871	0.2523251372
872	0.2519218636
873	0.2514893091
874	0.2511599384
875	0.2508297817
876	0.2505425522
877	0.2499583774
878	0.2495566706
879	0.2494471185
880	0.2488002788
881	0.2485707076
882	0.2480123064
883	0.2477828839
884	0.2472274041
885	0.246743238
886	0.2465082169
887	0.2460318476
888	0.2457528574
889	0.2453145156
890	0.2450244946
891	0.2446994305
892	0.2440343928
893	0.2439578864
894	0.2436177479
895	0.2431958568
896	0.2426457379
897	0.2423172666
898	0.2417913802
899	0.2412515399
900	0.2405884104
901	0.2404565808
902	0.239768593
903	0.2393995221
904	0.2387885418
905	0.2385347302
906	0.238059909
907	0.2375793189
908	0.2370773632
909	0.2365968297
910	0.2359433278
911	0.2352903211
912	0.2350628125
913	0.2344244185
914	0.2338712055
915	0.2335512833
916	0.2329698054
917	0.2322786013
918	0.2317475382
919	0.2312162377
920	0.2309951038
921	0.2306554275
922	0.2301865885
923	0.2297124005
924	0.2294539511
925	0.2293607154
926	0.2291205449
927	0.2287713805
928	0.2286640027
929	0.227995637
930	0.2274038556
931	0.2271256188
932	0.2265098024
933	0.225987753
934	0.2254379381
935	0.2249747471
936	0.2246967541
937	0.2245332598
938	0.224226981
939	0.2238166703
940	0.2236188369
941	0.2232366187
942	0.2230582336
943	0.2226367043
944	0.2223578662
945	0.222006431
946	0.2218698225
947	0.2213714199
948	0.221159048
949	0.2208582775
950	0.2205224704
951	0.2200824457
952	0.2198121874
953	0.2195184421
954	0.2192760958
955	0.2188900922
956	0.2182994102
957	0.217939587
958	0.2174164711
959	0.2169953671
960	0.2166342719
961	0.2163008713
962	0.2158412119
963	0.2156695973
964	0.2154100606
965	0.2149322936
966	0.2145304883
967	0.2141429443
968	0.2135441303
969	0.2131583903
970	0.2128037085
971	0.2122240041
972	0.2119488387
973	0.2116721154
974	0.2111456907
975	0.2108447784
976	0.2103668866
977	0.2098678249
978	0.2096783566
979	0.2094880159
980	0.209210044
981	0.2091921915
982	0.2089761233
983	0.2088638923
984	0.2086512275
985	0.2083188269
986	0.2078548039
987	0.2075354239
988	0.2071745791
989	0.2068157078
990	0.2066522216
991	0.2062454758
992	0.2057873723
993	0.2056177579
994	0.2053627984
995	0.2050274739
996	0.2045687376
997	0.2041956014
998	0.2039000021
999	0.2037167247
